,Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,Demand
2033,2015-07-28,16,10,0.0,12.7,3,80,05:23 PM,01:23 AM,04:20 AM,08:06 PM,9,11,13,11,36,62,77,3.4,1004,16,9,266,26,birmingham,634.8268229642522
2034,2015-07-29,17,7,0.0,12.7,3,87,06:16 PM,02:17 AM,04:22 AM,08:05 PM,8,11,12,11,25,41,76,0.9,1010,17,10,286,17,birmingham,688.4625930566727
2035,2015-07-30,16,8,0.0,14.5,3,94,07:02 PM,03:21 AM,04:23 AM,08:03 PM,7,10,12,10,27,27,75,0.4,1018,16,10,308,18,birmingham,680.942987791061
2036,2015-07-31,19,8,0.0,14.5,5,100,07:42 PM,04:32 AM,04:25 AM,08:02 PM,7,13,14,13,16,14,66,0.0,1018,19,10,241,11,birmingham,707.668920320744
2037,2015-08-01,18,9,0.0,11.7,4,93,08:16 PM,05:50 AM,04:26 AM,08:00 PM,10,13,14,13,25,61,79,2.1,1015,18,10,231,17,birmingham,668.8379168567695
2038,2015-08-02,22,11,0.0,13.5,4,86,08:47 PM,07:10 AM,04:28 AM,07:58 PM,10,16,17,16,25,38,71,0.4,1015,22,9,180,16,birmingham,670.4539734350085
2039,2015-08-03,19,14,0.0,9.5,4,79,09:16 PM,08:31 AM,04:30 AM,07:57 PM,12,16,17,16,34,65,74,0.3,1009,19,10,193,23,birmingham,648.6766852580048
2040,2015-08-04,16,11,0.0,10.5,4,72,09:44 PM,09:51 AM,04:31 AM,07:55 PM,10,12,14,12,38,56,80,0.3,1010,16,10,214,25,birmingham,693.7743391770052
2041,2015-08-05,19,11,0.0,10.5,4,66,10:13 PM,11:10 AM,04:33 AM,07:53 PM,10,14,15,14,31,60,77,0.3,1012,19,10,182,21,birmingham,659.3577070451881
2042,2015-08-06,21,12,0.0,9.5,4,59,10:45 PM,12:26 PM,04:34 AM,07:51 PM,12,16,17,16,24,79,79,1.4,1011,21,10,241,16,birmingham,666.5385502709931
2043,2015-08-07,20,10,0.0,10.5,4,52,11:21 PM,01:39 PM,04:36 AM,07:49 PM,8,15,16,15,8,48,62,0.0,1018,20,10,73,5,birmingham,687.7091196769583
2044,2015-08-08,23,11,0.0,13.5,4,45,No moonrise,02:47 PM,04:38 AM,07:48 PM,11,17,18,17,17,27,67,0.0,1023,23,10,224,11,birmingham,715.9290324256496
2045,2015-08-09,20,11,0.0,9.4,4,39,12:02 AM,03:49 PM,04:39 AM,07:46 PM,12,15,16,15,26,62,77,1.6,1019,20,7,214,17,birmingham,698.0815972036894
2046,2015-08-10,21,14,0.0,10.4,4,32,12:48 AM,04:43 PM,04:41 AM,07:44 PM,13,17,18,17,32,65,79,0.6,1015,21,10,222,22,birmingham,688.5556207521942
2047,2015-08-11,21,11,0.0,14.5,5,25,01:41 AM,05:30 PM,04:43 AM,07:42 PM,10,15,16,15,11,16,70,0.0,1020,21,10,198,7,birmingham,687.9939901451601
2048,2015-08-12,22,12,0.0,14.5,5,18,02:39 AM,06:09 PM,04:44 AM,07:40 PM,10,16,17,16,21,4,66,0.0,1024,22,10,58,14,birmingham,715.0044188895997
2049,2015-08-13,22,12,0.0,11.4,4,11,03:40 AM,06:43 PM,04:46 AM,07:38 PM,12,16,17,16,26,54,79,0.7,1017,22,9,55,19,birmingham,669.765990656962
2050,2015-08-14,15,14,0.0,9.3,3,5,04:43 AM,07:11 PM,04:48 AM,07:36 PM,14,13,15,13,23,100,94,7.8,1006,15,6,250,16,birmingham,644.3304574615952
2051,2015-08-15,17,10,0.0,13.5,3,2,05:47 AM,07:37 PM,04:49 AM,07:34 PM,8,12,13,12,18,46,74,0.1,1012,17,10,286,12,birmingham,653.7887461594836
2052,2015-08-16,18,9,0.0,12.4,4,9,06:50 AM,08:00 PM,04:51 AM,07:32 PM,8,13,14,13,7,34,68,0.2,1017,18,10,216,4,birmingham,659.9318227859005
2053,2015-08-17,19,10,0.0,13.4,5,16,07:54 AM,08:22 PM,04:53 AM,07:30 PM,8,15,15,15,13,43,64,0.2,1018,19,10,231,8,birmingham,673.2711447743482
2054,2015-08-18,19,11,0.0,12.4,4,22,08:57 AM,08:44 PM,04:54 AM,07:28 PM,9,14,15,14,25,51,72,0.0,1014,19,10,298,16,birmingham,640.4053976706514
2055,2015-08-19,18,12,0.0,10.2,4,29,09:59 AM,09:08 PM,04:56 AM,07:25 PM,11,13,14,13,30,68,81,1.5,1015,18,9,206,21,birmingham,644.8955094428942
2056,2015-08-20,21,14,0.0,9.2,4,36,11:02 AM,09:33 PM,04:58 AM,07:23 PM,15,17,17,17,24,89,85,2.5,1017,21,7,190,17,birmingham,640.2136606997029
2057,2015-08-21,20,17,0.0,9.1,4,43,12:05 PM,10:01 PM,04:59 AM,07:21 PM,16,18,18,18,35,96,89,1.2,1018,20,7,191,24,birmingham,653.4771660975207
2058,2015-08-22,25,15,0.0,13.4,5,50,01:08 PM,10:34 PM,05:01 AM,07:19 PM,16,19,20,19,22,62,80,13.9,1014,25,8,166,13,birmingham,664.8041448891088
2059,2015-08-23,22,12,0.0,12.2,4,56,02:09 PM,11:15 PM,05:03 AM,07:17 PM,13,17,17,17,29,39,77,10.8,1002,22,9,160,19,birmingham,646.8930292038827
2060,2015-08-24,17,10,0.0,8.8,3,63,03:08 PM,No moonset,05:04 AM,07:14 PM,11,13,14,13,15,78,86,3.8,1001,17,6,128,10,birmingham,640.7241210375929
2061,2015-08-25,16,10,0.0,11.1,3,70,04:02 PM,12:03 AM,05:06 AM,07:12 PM,11,11,13,11,34,55,87,2.5,1006,16,10,212,22,birmingham,645.475494727
2062,2015-08-26,19,13,0.0,11.1,4,77,04:51 PM,01:01 AM,05:08 AM,07:10 PM,12,15,16,15,40,65,80,13.3,1001,19,9,201,27,birmingham,654.8475204852248
2063,2015-08-27,18,11,0.0,14.0,4,83,05:34 PM,02:07 AM,05:09 AM,07:08 PM,10,13,14,13,29,32,78,2.5,1005,18,10,222,19,birmingham,650.5286397291625
2064,2015-08-28,18,10,0.0,13.9,4,90,06:11 PM,03:22 AM,05:11 AM,07:05 PM,9,13,14,13,31,21,76,1.1,1014,18,10,214,20,birmingham,648.9514498413487
2065,2015-08-29,20,11,0.0,13.9,5,97,06:44 PM,04:41 AM,05:13 AM,07:03 PM,10,14,15,14,24,24,75,0.0,1019,20,10,214,16,birmingham,667.9898205617638
2066,2015-08-30,18,12,0.0,9.8,4,96,07:15 PM,06:03 AM,05:15 AM,07:01 PM,12,15,15,15,11,61,81,1.2,1019,18,7,104,7,birmingham,619.607819638208
2067,2015-08-31,15,13,0.0,9.6,3,90,07:44 PM,07:26 AM,05:16 AM,06:59 PM,12,13,14,13,20,80,88,15.3,1016,15,8,138,14,birmingham,623.7228138125109
2068,2015-09-01,19,11,0.0,13.3,4,83,08:14 PM,08:48 AM,05:18 AM,06:56 PM,11,14,15,14,18,58,79,0.1,1019,19,9,226,12,birmingham,643.2413856831586
2069,2015-09-02,16,8,0.0,10.8,3,76,08:46 PM,10:08 AM,05:20 AM,06:54 PM,9,11,12,11,20,64,82,1.9,1018,16,8,292,12,birmingham,646.3130653943871
2070,2015-09-03,14,8,0.0,9.6,3,69,09:22 PM,11:25 AM,05:21 AM,06:52 PM,7,9,11,9,23,74,79,0.4,1016,14,10,303,15,birmingham,636.845652577209
2071,2015-09-04,11,9,0.0,12.0,3,62,10:02 PM,12:37 PM,05:23 AM,06:49 PM,9,9,11,9,22,67,90,0.5,1020,11,10,300,13,birmingham,638.3834561195459
2072,2015-09-05,18,12,0.0,9.5,4,56,10:47 PM,01:42 PM,05:25 AM,06:47 PM,12,14,15,14,20,63,83,0.2,1015,18,8,228,13,birmingham,666.4684386439642
2073,2015-09-06,17,10,0.0,9.5,4,49,11:38 PM,02:39 PM,05:26 AM,06:45 PM,11,13,14,13,20,62,83,0.5,1015,17,9,241,14,birmingham,676.6940022763407
2074,2015-09-07,18,8,0.0,13.1,3,42,No moonrise,03:29 PM,05:28 AM,06:42 PM,9,12,13,12,16,21,79,0.0,1031,18,9,156,10,birmingham,674.5957985979153
2075,2015-09-08,16,8,0.0,13.1,4,35,12:34 AM,04:10 PM,05:30 AM,06:40 PM,8,11,12,11,13,41,79,0.0,1028,16,10,82,9,birmingham,659.7617269810025
2076,2015-09-09,16,8,0.0,10.7,3,29,01:34 AM,04:45 PM,05:31 AM,06:37 PM,9,11,13,11,22,55,79,0.0,1023,16,10,86,14,birmingham,646.4288361728253
2077,2015-09-10,20,9,0.0,13.0,5,22,02:35 AM,05:15 PM,05:33 AM,06:35 PM,9,12,14,12,27,3,74,0.0,1021,20,10,95,16,birmingham,652.2891330430424
2078,2015-09-11,20,10,0.0,13.0,5,15,03:39 AM,05:41 PM,05:35 AM,06:33 PM,9,13,14,13,33,21,71,0.3,1015,20,9,110,21,birmingham,656.4560313682614
2079,2015-09-12,16,10,0.0,9.4,3,8,04:42 AM,06:05 PM,05:36 AM,06:30 PM,10,13,14,13,33,72,80,4.4,1006,16,8,190,22,birmingham,635.6819999369895
2080,2015-09-13,17,9,0.0,11.9,3,1,05:45 AM,06:27 PM,05:38 AM,06:28 PM,8,11,12,11,20,47,76,0.2,1006,17,10,142,12,birmingham,651.6204318073652
2081,2015-09-14,16,10,0.0,8.0,3,5,06:48 AM,06:50 PM,05:40 AM,06:26 PM,10,10,12,10,27,88,86,3.4,993,16,9,116,20,birmingham,622.0947493167736
2082,2015-09-15,16,9,0.0,10.6,3,12,07:51 AM,07:13 PM,05:41 AM,06:23 PM,9,11,12,11,18,77,84,1.3,994,16,8,234,13,birmingham,616.3312283253772
2083,2015-09-16,11,9,0.0,12.8,3,19,08:53 AM,07:37 PM,05:43 AM,06:21 PM,9,8,10,8,23,48,91,0.1,1001,11,9,99,13,birmingham,656.1034294840986
2084,2015-09-17,16,10,0.0,11.9,3,26,09:56 AM,08:04 PM,05:45 AM,06:19 PM,9,11,12,11,20,61,84,0.2,1014,16,8,195,13,birmingham,650.7707958679061
2085,2015-09-18,17,9,0.0,10.6,3,32,10:58 AM,08:35 PM,05:46 AM,06:16 PM,9,12,13,12,18,64,83,0.4,1014,17,7,223,11,birmingham,642.4698643193891
2086,2015-09-19,17,10,0.0,7.9,3,39,11:59 AM,09:12 PM,05:48 AM,06:14 PM,10,12,13,12,19,64,84,0.3,1016,17,9,233,13,birmingham,650.0355288762656
2087,2015-09-20,17,11,0.0,7.9,3,46,12:57 PM,09:56 PM,05:50 AM,06:11 PM,11,13,14,13,17,67,85,0.6,1018,17,8,201,11,birmingham,643.7955813889888
2088,2015-09-21,14,9,0.0,9.2,3,53,01:52 PM,10:47 PM,05:51 AM,06:09 PM,10,10,12,10,28,70,90,2.8,1010,14,7,227,18,birmingham,634.4803896610813
2089,2015-09-22,14,9,0.0,10.5,3,59,02:41 PM,11:48 PM,05:53 AM,06:07 PM,9,9,11,9,24,57,88,9.6,1003,14,8,292,15,birmingham,635.4147299468782
2090,2015-09-23,16,7,0.0,11.8,3,66,03:26 PM,No moonset,05:54 AM,06:04 PM,9,10,12,10,31,45,84,0.1,1010,16,10,254,20,birmingham,670.0535820911084
2091,2015-09-24,15,9,0.0,12.5,3,73,04:04 PM,12:57 AM,05:56 AM,06:02 PM,8,10,12,10,31,40,78,0.6,1012,15,10,242,20,birmingham,662.8220821294533
2092,2015-09-25,15,7,0.0,11.8,3,80,04:38 PM,02:12 AM,05:58 AM,06:00 PM,7,9,11,9,21,35,77,0.0,1022,15,10,242,13,birmingham,643.614351443528
2093,2015-09-26,17,8,0.0,11.6,4,87,05:10 PM,03:32 AM,05:59 AM,05:57 PM,8,11,12,11,14,2,76,0.0,1028,17,10,71,8,birmingham,658.9301827930757
2094,2015-09-27,17,9,0.0,8.7,4,93,05:41 PM,04:54 AM,06:01 AM,05:55 PM,8,11,12,11,18,7,78,0.0,1034,17,10,95,11,birmingham,653.0321637600671
2095,2015-09-28,17,8,0.0,8.7,3,100,06:10 PM,06:17 AM,06:03 AM,05:53 PM,9,11,12,11,22,22,83,0.0,1037,17,9,110,13,birmingham,656.7165504982149
2096,2015-09-29,17,8,0.0,8.7,4,93,06:42 PM,07:40 AM,06:04 AM,05:50 PM,8,10,12,10,26,25,81,0.0,1036,17,10,77,15,birmingham,644.0912712238237
2097,2015-09-30,17,8,0.0,8.7,4,86,07:17 PM,09:01 AM,06:06 AM,05:48 PM,8,10,12,10,31,20,79,0.0,1035,17,10,64,19,birmingham,649.376888953365
2098,2015-10-01,17,9,0.0,8.7,4,80,07:57 PM,10:18 AM,06:08 AM,05:46 PM,8,10,12,10,25,13,82,0.0,1033,17,10,56,15,birmingham,666.8552312502791
2099,2015-10-02,18,7,0.0,8.7,3,73,08:41 PM,11:29 AM,06:09 AM,05:43 PM,8,11,12,11,15,29,82,0.0,1026,18,7,63,9,birmingham,659.3720657075729
2100,2015-10-03,13,5,0.0,8.7,2,66,09:32 PM,12:31 PM,06:11 AM,05:41 PM,7,9,9,9,9,41,86,0.0,1016,13,8,147,5,birmingham,660.1857094185336
2101,2015-10-04,16,6,0.0,8.7,3,59,10:27 PM,01:25 PM,06:13 AM,05:39 PM,7,10,11,10,15,28,81,0.2,1013,16,8,167,9,birmingham,669.0007473875683
2102,2015-10-05,18,10,0.0,4.2,4,52,11:27 PM,02:09 PM,06:15 AM,05:37 PM,13,13,14,13,42,85,90,4.8,1002,18,10,148,28,birmingham,663.3464341406045
2103,2015-10-06,18,12,0.0,4.2,4,46,No moonrise,02:47 PM,06:16 AM,05:34 PM,13,14,15,14,21,99,90,4.0,996,18,7,127,14,birmingham,637.3212376017218
2104,2015-10-07,13,10,0.0,5.7,3,39,12:28 AM,03:18 PM,06:18 AM,05:32 PM,9,10,12,10,30,75,84,0.5,1007,13,8,298,19,birmingham,654.5244873706581
2105,2015-10-08,15,7,0.0,7.2,3,32,01:31 AM,03:46 PM,06:20 AM,05:30 PM,7,9,11,9,18,38,79,0.2,1020,15,10,236,10,birmingham,658.5660359084088
2106,2015-10-09,16,7,0.0,8.7,4,25,02:34 AM,04:10 PM,06:21 AM,05:27 PM,7,10,11,10,14,23,79,0.1,1023,16,10,160,8,birmingham,649.9003234286818
2107,2015-10-10,14,7,0.0,5.7,3,19,03:37 AM,04:32 PM,06:23 AM,05:25 PM,8,8,10,8,24,49,85,0.0,1021,14,10,80,15,birmingham,647.7113630220126
2108,2015-10-11,14,8,0.0,8.7,3,12,04:40 AM,04:55 PM,06:25 AM,05:23 PM,7,8,10,8,24,53,81,0.0,1019,14,10,60,15,birmingham,650.0225851729172
2109,2015-10-12,13,5,0.0,7.2,3,5,05:43 AM,05:18 PM,06:27 AM,05:20 PM,4,6,8,6,23,25,77,0.1,1021,13,10,178,14,birmingham,650.6507695735943
2110,2015-10-13,12,5,0.0,7.2,2,2,06:45 AM,05:41 PM,06:28 AM,05:18 PM,5,5,8,5,27,42,81,0.1,1025,12,10,105,17,birmingham,656.8703720681848
2111,2015-10-14,12,4,0.0,7.2,2,8,07:49 AM,06:07 PM,06:30 AM,05:16 PM,5,5,7,5,27,30,83,0.0,1025,12,10,15,16,birmingham,701.7498653251944
2112,2015-10-15,13,5,0.0,5.6,2,15,08:51 AM,06:37 PM,06:32 AM,05:14 PM,6,5,8,5,27,51,86,0.2,1023,13,10,104,16,birmingham,658.4538801130932
2113,2015-10-16,12,6,0.0,4.0,2,22,09:53 AM,07:12 PM,06:34 AM,05:11 PM,6,6,9,6,30,61,87,0.0,1024,12,10,103,19,birmingham,659.4598068123352
2114,2015-10-17,10,6,0.0,5.6,2,29,10:52 AM,07:53 PM,06:36 AM,05:09 PM,5,5,8,5,27,60,84,0.0,1023,10,10,59,16,birmingham,654.3261098910175
2115,2015-10-18,13,8,0.0,4.0,3,36,11:47 AM,08:41 PM,06:37 AM,05:07 PM,8,8,10,8,21,87,89,0.4,1022,13,10,30,14,birmingham,649.5699543074318
2116,2015-10-19,13,6,0.0,5.6,3,42,12:37 PM,09:37 PM,06:39 AM,05:05 PM,6,8,9,8,16,60,83,0.0,1026,13,7,30,9,birmingham,658.5921688811047
2117,2015-10-20,13,6,0.0,5.6,3,49,01:22 PM,10:40 PM,06:41 AM,05:03 PM,7,8,9,8,20,48,84,0.1,1026,13,10,293,11,birmingham,663.4261405080454
2118,2015-10-21,16,9,0.0,4.0,3,56,02:01 PM,11:51 PM,06:43 AM,05:01 PM,11,10,12,10,32,91,93,12.2,1016,16,9,248,20,birmingham,644.288125897083
2119,2015-10-22,13,8,0.0,8.7,4,63,02:36 PM,No moonset,06:45 AM,04:58 PM,8,9,12,9,31,43,80,0.1,1016,13,10,281,19,birmingham,648.4208284772805
2120,2015-10-23,13,6,0.0,5.4,3,69,03:07 PM,01:06 AM,06:46 AM,04:56 PM,6,8,10,8,25,48,78,0.0,1020,13,10,211,17,birmingham,620.2089742593523
2121,2015-10-24,13,8,0.0,5.4,3,76,03:37 PM,02:24 AM,06:48 AM,04:54 PM,8,9,11,9,27,60,84,0.4,1016,13,9,197,17,birmingham,619.3181959215742
2122,2015-10-25,10,4,0.0,8.7,3,83,04:06 PM,03:45 AM,06:50 AM,04:52 PM,5,5,8,5,26,30,82,0.1,1022,10,10,196,15,birmingham,660.4939036625985
2123,2015-10-26,13,5,0.0,3.7,2,90,04:36 PM,05:07 AM,06:52 AM,04:50 PM,7,5,8,5,35,66,89,0.0,1014,13,10,134,21,birmingham,680.8035105197021
2124,2015-10-27,16,8,0.0,5.4,3,97,05:10 PM,06:30 AM,06:54 AM,04:48 PM,10,9,11,9,29,80,91,0.1,1009,16,10,120,18,birmingham,679.4929383452403
2125,2015-10-28,13,9,0.0,5.4,3,97,05:47 PM,07:51 AM,06:56 AM,04:46 PM,10,10,11,10,16,71,92,10.4,1006,13,8,191,10,birmingham,606.7614042912402
2126,2015-10-29,13,9,0.0,3.7,3,90,06:30 PM,09:07 AM,06:57 AM,04:44 PM,10,9,11,9,29,86,94,2.5,1009,13,8,174,18,birmingham,676.0999054297292
2127,2015-10-30,16,9,0.0,3.7,3,83,07:19 PM,10:15 AM,06:59 AM,04:42 PM,12,11,13,11,37,89,93,7.6,1015,16,8,162,23,birmingham,666.9657310221569
2128,2015-10-31,15,10,0.0,8.7,3,76,08:14 PM,11:16 AM,07:01 AM,04:40 PM,10,11,12,11,15,34,87,0.1,1021,15,9,157,10,birmingham,664.5266962774964
2129,2015-11-01,16,10,0.0,8.7,4,70,09:15 PM,12:05 PM,07:03 AM,04:38 PM,10,12,12,12,11,3,83,0.0,1027,16,10,183,6,birmingham,668.1054824483675
2130,2015-11-02,13,7,0.0,8.7,2,63,10:17 PM,12:46 PM,07:05 AM,04:36 PM,8,8,9,8,16,24,91,0.0,1024,13,7,159,9,birmingham,665.3278394167216
2131,2015-11-03,12,5,0.0,5.2,2,56,11:21 PM,01:21 PM,07:07 AM,04:34 PM,7,6,8,6,16,64,93,2.4,1016,12,5,122,9,birmingham,663.6463857532585
2132,2015-11-04,13,9,0.0,3.5,3,49,No moonrise,01:50 PM,07:09 AM,04:33 PM,10,9,11,9,18,84,94,3.4,1013,13,5,177,10,birmingham,660.7575818989664
2133,2015-11-05,14,9,0.0,3.5,3,43,12:24 AM,02:15 PM,07:10 AM,04:31 PM,11,10,12,10,32,90,95,8.1,1010,14,6,177,20,birmingham,634.063275776756
2134,2015-11-06,16,12,0.0,3.4,3,36,01:28 AM,02:38 PM,07:12 AM,04:29 PM,12,12,13,12,37,83,94,1.7,1012,16,9,210,22,birmingham,661.7602973246132
2135,2015-11-07,15,10,0.0,3.4,3,29,02:30 AM,03:00 PM,07:14 AM,04:27 PM,11,10,12,10,42,69,91,2.4,1015,15,10,210,25,birmingham,635.2062808046849
2136,2015-11-08,14,8,0.0,3.4,3,22,03:34 AM,03:22 PM,07:16 AM,04:26 PM,10,8,11,8,41,71,91,2.6,1018,14,9,199,25,birmingham,655.0541231822101
2137,2015-11-09,14,8,0.0,3.4,3,15,04:36 AM,03:46 PM,07:18 AM,04:24 PM,9,8,11,8,50,73,86,1.4,1017,14,6,228,31,birmingham,682.2282140135158
2138,2015-11-10,16,13,0.0,3.4,4,9,05:40 AM,04:10 PM,07:20 AM,04:22 PM,13,13,15,13,48,95,88,0.0,1018,16,10,228,31,birmingham,682.4520569710786
2139,2015-11-11,14,12,0.0,3.4,3,2,06:43 AM,04:39 PM,07:22 AM,04:21 PM,11,10,13,10,45,86,87,0.1,1017,14,10,218,29,birmingham,669.0069310469597
2140,2015-11-12,13,8,0.0,5.1,3,5,07:46 AM,05:12 PM,07:23 AM,04:19 PM,9,8,11,8,43,64,87,0.9,1017,13,7,209,27,birmingham,682.3109116156899
2141,2015-11-13,9,6,0.0,6.9,2,12,08:47 AM,05:51 PM,07:25 AM,04:18 PM,3,3,8,3,47,18,73,1.8,1017,9,10,240,28,birmingham,672.0393942883462
2142,2015-11-14,13,5,0.0,3.3,2,18,09:45 AM,06:37 PM,07:27 AM,04:16 PM,6,5,9,5,45,79,85,5.5,1018,13,9,228,26,birmingham,667.2608966780523
2143,2015-11-15,15,13,0.0,3.3,3,25,10:36 AM,07:31 PM,07:29 AM,04:15 PM,11,11,14,11,59,95,84,1.3,1008,15,8,235,37,birmingham,688.3702248992938
2144,2015-11-16,10,9,0.0,3.3,2,32,11:23 AM,08:32 PM,07:31 AM,04:13 PM,7,7,10,7,38,98,80,3.4,1007,10,9,234,26,birmingham,666.0559280292601
2145,2015-11-17,14,10,0.0,3.3,3,39,12:03 PM,09:39 PM,07:32 AM,04:12 PM,9,8,11,8,43,90,88,6.4,1000,14,6,231,29,birmingham,650.2436259581126
2146,2015-11-18,13,8,0.0,5.1,3,46,12:38 PM,10:50 PM,07:34 AM,04:11 PM,7,6,10,6,54,63,82,1.7,1007,13,10,236,34,birmingham,672.7147367497712
2147,2015-11-19,10,7,0.0,6.9,2,52,01:10 PM,No moonset,07:36 AM,04:09 PM,6,5,8,5,38,39,82,0.3,1011,10,9,254,23,birmingham,656.3577183757536
2148,2015-11-20,8,4,0.0,6.9,2,59,01:39 PM,12:05 AM,07:38 AM,04:08 PM,2,1,6,1,35,41,77,0.4,1008,8,10,265,22,birmingham,670.7097963309236
2149,2015-11-21,4,-1,0.0,8.7,1,66,02:06 PM,01:22 AM,07:39 AM,04:07 PM,-3,-4,2,-4,43,41,72,1.0,1009,4,10,317,27,birmingham,668.4632730233232
2150,2015-11-22,5,0,0.0,3.2,1,73,02:34 PM,02:41 AM,07:41 AM,04:06 PM,0,-1,2,-1,19,68,90,0.2,1015,5,10,276,10,birmingham,666.7629010397181
2151,2015-11-23,5,0,0.0,5.1,1,79,03:05 PM,04:01 AM,07:43 AM,04:05 PM,0,-1,2,-1,28,62,83,2.1,1022,5,10,257,16,birmingham,675.6885402026035
2152,2015-11-24,9,6,0.0,3.2,2,86,03:39 PM,05:21 AM,07:44 AM,04:04 PM,5,3,7,3,38,82,90,2.6,1011,9,7,262,23,birmingham,661.4184936722545
2153,2015-11-25,9,6,0.0,3.2,2,93,04:18 PM,06:39 AM,07:46 AM,04:03 PM,6,4,8,4,32,92,90,1.0,1012,9,9,304,20,birmingham,688.116893663584
2154,2015-11-26,10,7,0.0,3.2,2,100,05:04 PM,07:53 AM,07:47 AM,04:02 PM,7,6,9,6,23,85,93,1.0,1019,10,8,280,13,birmingham,676.8071003446393
2155,2015-11-27,11,5,0.0,3.2,3,94,05:57 PM,08:59 AM,07:49 AM,04:01 PM,8,6,10,6,41,86,90,1.6,1009,11,10,237,27,birmingham,663.1594617017163
2156,2015-11-28,8,3,0.0,5.0,2,87,06:56 PM,09:55 AM,07:51 AM,04:00 PM,2,1,5,1,48,57,80,3.6,1007,8,10,238,29,birmingham,652.507582766385
2157,2015-11-29,12,6,0.0,3.0,2,80,07:59 PM,10:41 AM,07:52 AM,03:59 PM,5,4,8,4,53,74,80,3.3,1005,12,8,249,33,birmingham,648.388361789204
2158,2015-11-30,12,4,0.0,3.0,2,73,09:04 PM,11:20 AM,07:54 AM,03:58 PM,6,4,8,4,42,86,85,10.1,1012,12,6,254,26,birmingham,660.9558498695753
2159,2015-12-01,12,5,0.0,4.9,3,66,10:10 PM,11:52 AM,07:55 AM,03:58 PM,7,7,9,7,35,74,87,3.5,1019,12,8,219,21,birmingham,665.9447510402555
2160,2015-12-02,11,9,0.0,6.8,3,60,11:14 PM,12:19 PM,07:56 AM,03:57 PM,8,7,10,7,46,74,84,1.1,1019,11,8,209,28,birmingham,677.0251057694272
2161,2015-12-03,12,10,0.0,3.0,3,53,No moonrise,12:43 PM,07:58 AM,03:56 PM,10,8,11,8,45,97,92,6.1,1018,12,9,199,29,birmingham,677.6796159492517
2162,2015-12-04,11,6,0.0,3.0,2,46,12:18 AM,01:06 PM,07:59 AM,03:56 PM,7,5,9,5,50,79,86,0.0,1022,11,10,219,31,birmingham,663.3513441214351
2163,2015-12-05,11,10,0.0,2.8,3,39,01:21 AM,01:28 PM,08:00 AM,03:55 PM,6,6,10,6,73,93,77,0.3,1014,11,10,217,47,birmingham,668.9543986015176
2164,2015-12-06,13,9,0.0,2.8,3,33,02:24 AM,01:50 PM,08:02 AM,03:55 PM,8,8,11,8,48,99,83,1.4,1013,13,8,192,32,birmingham,659.3256011128051
2165,2015-12-07,13,10,0.0,2.8,3,26,03:27 AM,02:14 PM,08:03 AM,03:54 PM,10,8,11,8,40,83,92,3.1,1021,13,8,169,25,birmingham,679.9108184287447
2166,2015-12-08,12,6,0.0,7.5,2,19,04:31 AM,02:40 PM,08:04 AM,03:54 PM,7,6,10,6,45,56,83,1.1,1018,12,8,212,28,birmingham,657.7243864265705
2167,2015-12-09,9,4,0.0,4.8,2,12,05:35 AM,03:12 PM,08:05 AM,03:54 PM,4,3,7,3,47,49,83,0.2,1029,9,10,212,28,birmingham,688.1884716746245
2168,2015-12-10,9,6,0.0,2.8,2,5,06:37 AM,03:48 PM,08:06 AM,03:54 PM,6,5,8,5,44,82,86,16.4,1021,9,9,223,28,birmingham,679.3881627154642
2169,2015-12-11,8,4,0.0,6.7,2,1,07:37 AM,04:32 PM,08:07 AM,03:54 PM,3,2,6,2,35,43,83,0.4,1020,8,10,237,21,birmingham,693.1771516677827
2170,2015-12-12,12,3,0.0,2.8,2,8,08:32 AM,05:24 PM,08:08 AM,03:53 PM,5,3,7,3,45,85,89,18.1,1015,12,8,223,27,birmingham,687.9841933574044
2171,2015-12-13,6,4,0.0,2.8,1,15,09:22 AM,06:23 PM,08:09 AM,03:53 PM,4,2,5,2,18,87,93,2.7,1018,6,5,99,12,birmingham,669.6874261720127
2172,2015-12-14,8,6,0.0,2.8,2,22,10:05 AM,07:30 PM,08:10 AM,03:53 PM,7,5,7,5,23,86,95,1.8,1015,8,6,154,14,birmingham,695.5066166653675
2173,2015-12-15,11,7,0.0,2.8,2,28,10:42 AM,08:40 PM,08:11 AM,03:53 PM,9,7,9,7,28,98,96,2.8,1014,11,5,140,18,birmingham,658.4647468726088
2174,2015-12-16,13,11,0.0,2.8,3,35,11:15 AM,09:54 PM,08:12 AM,03:54 PM,11,10,12,10,41,92,91,3.0,1014,13,9,211,26,birmingham,650.33476912864
2175,2015-12-17,14,11,0.0,4.8,3,42,11:44 AM,11:10 PM,08:13 AM,03:54 PM,10,9,12,9,45,72,86,0.4,1013,14,9,204,27,birmingham,645.5279156927136
2176,2015-12-18,6,3,0.0,2.8,1,49,12:11 PM,No moonset,08:14 AM,03:54 PM,4,2,5,2,31,62,90,0.6,1014,6,9,216,19,birmingham,649.7892985057899
